country,points,price,province,region_1,taster_name,variety,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,year,is_blend
5.0,87,12.0,32.0,117.0,3.0,65.0,0,0,0,0,0,0,2016.0,0
13.0,87,65.0,55.0,,4.0,66.0,1,0,0,0,0,0,2004.0,1
1.0,90,35.0,9.0,116.0,12.0,1.0,0,0,0,0,0,0,2009.0,0
5.0,86,15.0,11.0,98.0,3.0,12.0,0,0,0,0,0,1,2010.0,1
5.0,88,30.0,8.0,76.0,3.0,8.0,0,1,0,0,0,0,2014.0,0
7.0,95,,10.0,7.0,3.0,10.0,0,0,0,0,0,1,1997.0,0
1.0,86,25.0,25.0,31.0,13.0,11.0,1,0,1,0,0,0,2016.0,0
3.0,91,19.0,33.0,,3.0,3.0,0,0,0,0,0,0,2011.0,0
1.0,85,32.0,15.0,118.0,11.0,8.0,0,0,0,0,0,0,2012.0,0
5.0,90,17.0,37.0,119.0,16.0,18.0,0,0,0,0,1,0,,1
10.0,86,18.0,56.0,,6.0,28.0,0,0,0,0,0,0,2007.0,0
1.0,89,35.0,9.0,120.0,7.0,9.0,1,0,0,0,1,0,2011.0,1
11.0,91,16.0,29.0,121.0,,34.0,1,0,0,0,0,0,1998.0,0
14.0,88,,57.0,,3.0,60.0,0,0,0,0,0,0,2012.0,0
3.0,87,15.0,51.0,,3.0,3.0,1,0,0,0,0,0,2012.0,0
5.0,93,140.0,41.0,122.0,3.0,25.0,0,0,0,0,1,0,2010.0,0
7.0,90,,10.0,7.0,8.0,10.0,1,0,0,0,0,0,2009.0,0
7.0,87,35.0,10.0,17.0,8.0,9.0,1,0,0,0,0,0,2014.0,1
1.0,92,100.0,15.0,47.0,11.0,6.0,1,0,0,0,0,0,2008.0,0
3.0,86,9.0,3.0,,3.0,3.0,1,0,0,0,0,0,2013.0,0
5.0,89,,8.0,123.0,3.0,8.0,0,0,0,0,0,0,2014.0,0
8.0,87,40.0,14.0,13.0,6.0,9.0,0,0,0,0,0,0,2007.0,1
