country,points,price,province,region_1,taster_name,variety,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,year,is_blend
US,84,11.0,New York,Finger Lakes,Anna Lee C. Iijima,Gewürztraminer,0,0,0,0,0,0,2008.0,0
Italy,87,20.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,1,0,0,0,0,0,2014.0,1
US,92,85.0,California,Howell Mountain,Virginie Boone,Cabernet Sauvignon,1,0,0,0,0,0,2013.0,0
US,90,65.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,1,0,0,0,0,0,2013.0,0
Spain,85,30.0,Northern Spain,Valdeorras,Michael Schachner,Godello,0,0,0,0,1,0,2011.0,0
Portugal,91,18.0,Tejo,,Roger Voss,Portuguese Red,1,0,0,0,0,0,2013.0,0
Spain,87,18.0,Catalonia,Terra Alta,Michael Schachner,Garnacha Blanca,0,1,0,0,0,0,2014.0,0
Italy,89,25.0,Northeastern Italy,Alto Adige,Kerin O’Keefe,Pinot Grigio,0,1,0,0,0,0,2014.0,0
France,85,,Bordeaux,Pessac-Léognan,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,0,0,2013.0,1
US,90,18.0,California,Sierra Foothills,Virginie Boone,Sauvignon Blanc,0,1,0,0,0,0,2012.0,0
US,88,90.0,Washington,Yakima Valley,Sean P. Sullivan,Cabernet Sauvignon,0,0,0,0,1,0,2010.0,0
France,86,,Burgundy,Givry,Roger Voss,Pinot Noir,0,0,0,0,0,0,2009.0,0
US,88,62.0,California,Carneros,Virginie Boone,Chardonnay,0,0,0,0,0,0,2015.0,0
Spain,83,15.0,Central Spain,Valdepeñas,Michael Schachner,Tempranillo Blend,0,0,0,0,1,0,2004.0,1
France,91,80.0,Champagne,Champagne,Roger Voss,Champagne Blend,1,0,0,0,0,0,,1
South Africa,86,13.0,Coastal Region,,Susan Kostrzewa,Chenin Blanc,0,0,0,0,0,0,2008.0,0
Spain,86,,Northern Spain,Navarra,Michael Schachner,Rosé,0,0,1,0,0,0,2016.0,0
US,89,34.0,California,Paso Robles,Matt Kettmann,Cabernet Sauvignon,1,0,0,0,0,0,2012.0,0
Argentina,89,11.0,Mendoza Province,Mendoza,Michael Schachner,Cabernet Sauvignon,0,0,0,0,0,0,2005.0,0
Italy,87,60.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,0,0,0,0,1,0,2012.0,0
US,91,55.0,California,Alexander Valley,,Meritage,0,0,0,0,0,0,1997.0,0
US,88,25.0,Oregon,Dundee Hills,Paul Gregutt,Rosé,0,0,0,0,1,0,2016.0,0
Argentina,87,18.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,1,0,0,0,1,1,2008.0,0
US,87,15.0,California,Mendocino County,Virginie Boone,Chenin Blanc,0,1,0,0,0,0,2011.0,0
US,85,35.0,California,Santa Cruz Mountains,,Pinot Noir,0,0,0,0,0,0,2007.0,0
Italy,93,40.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,1,0,1,0,0,0,2010.0,0
Portugal,91,22.0,Alentejo,,Roger Voss,Portuguese Red,0,0,0,0,1,1,2005.0,0
Italy,88,15.0,Veneto,Prosecco,Kerin O’Keefe,Glera,0,1,0,0,1,0,2013.0,0
Brazil,88,20.0,Serra Gaúcha,,Michael Schachner,Chardonnay,0,0,0,0,0,0,2013.0,0
US,90,15.0,California,Sonoma County,Virginie Boone,Zinfandel,1,0,0,0,1,0,2012.0,0
France,88,55.0,Champagne,Champagne,Roger Voss,Champagne Blend,0,1,0,0,0,0,,1
France,88,,Rhône Valley,Costières de Nîmes,Joe Czerwinski,Rhône-style Red Blend,1,0,0,0,0,0,2009.0,1
Australia,87,14.0,Victoria,Central Victoria,Joe Czerwinski,Sauvignon Blanc,0,1,0,0,0,0,2015.0,0
France,88,15.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,0,2014.0,1
US,89,35.0,California,Anderson Valley,,Gewürztraminer,0,0,0,0,0,1,2010.0,0
US,84,24.0,California,Bennett Valley,Virginie Boone,Sémillon,0,1,0,0,1,0,2013.0,0
Spain,87,7.0,Northern Spain,Campo de Borja,Michael Schachner,Garnacha,1,0,0,0,0,0,2009.0,0
Italy,89,25.0,Northeastern Italy,Collio,Kerin O’Keefe,White Blend,0,1,0,0,0,0,2013.0,1
Spain,85,25.0,Spain Other,Spain,Michael Schachner,Red Blend,0,0,0,0,0,0,2012.0,1
US,86,16.0,California,Sonoma County,,Sangiovese,1,0,0,0,0,0,2008.0,0
France,87,20.0,Loire Valley,Reuilly,Roger Voss,Sauvignon Blanc,0,0,0,0,0,0,2014.0,0
US,90,27.0,Washington,Columbia Valley (WA),Paul Gregutt,Bordeaux-style Red Blend,0,0,0,0,0,0,2008.0,1
France,92,30.0,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,0,0,2014.0,1
France,90,15.0,Alsace,Alsace,Anne Krebiehl MW,Pinot Blanc,1,0,0,0,0,0,2014.0,0
France,90,35.0,Provence,Côtes de Provence Sainte-Victoire,Roger Voss,Rosé,0,0,0,0,0,0,2016.0,0
US,92,56.0,California,Santa Lucia Highlands,Matt Kettmann,Pinot Noir,1,0,0,0,0,0,2015.0,0
US,86,24.0,California,Contra Costa County,Virginie Boone,Merlot,1,0,0,0,1,0,2009.0,0
US,89,16.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,0,0,0,0,1,0,2011.0,0
US,84,15.0,California,Napa Valley,,Chardonnay,0,0,0,0,0,0,1999.0,0
US,82,16.0,California,Lodi,Paul Gregutt,Zinfandel,0,0,0,0,0,1,1998.0,0
Argentina,89,15.0,Mendoza Province,Mendoza,Michael Schachner,Bonarda,0,0,0,0,1,0,2014.0,0
US,94,60.0,Washington,Columbia Valley (WA),Paul Gregutt,Syrah,1,0,0,0,0,0,2009.0,0
US,87,46.0,California,Santa Lucia Highlands,,Pinot Noir,1,0,0,0,0,0,2010.0,0
US,84,22.0,California,Monterey,,Chardonnay,0,0,0,0,0,0,2011.0,0
US,82,18.0,California,Sonoma County,Paul Gregutt,Zinfandel,0,0,0,0,0,0,1999.0,0
Italy,89,,Piedmont,Barbaresco,,Nebbiolo,0,0,0,0,0,0,2009.0,0
Argentina,87,65.0,Mendoza Province,La Consulta,Michael Schachner,Malbec,0,0,0,0,0,0,2011.0,0
France,85,,Beaujolais,Beaujolais-Villages,Roger Voss,Gamay,1,0,0,0,0,0,2007.0,0
US,87,36.0,California,Russian River Valley,,Pinot Noir,1,0,0,0,1,0,2010.0,0
US,86,40.0,Colorado,Colorado,Fiona Adams,Bordeaux-style Red Blend,1,0,0,0,0,0,2014.0,1
Italy,86,16.0,Southern Italy,Castel del Monte,,Nero di Troia,0,0,0,0,0,0,2006.0,0
US,85,36.0,California,Paso Robles,,Zinfandel,0,0,0,0,0,1,2006.0,0
France,91,,Bordeaux,Saint-Julien,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,1,2006.0,1
Canada,90,70.0,British Columbia,Okanagan Valley,Paul Gregutt,Bordeaux-style Red Blend,0,0,0,0,0,0,2011.0,1
France,88,52.0,Burgundy,Savigny-lès-Beaune,Roger Voss,Pinot Noir,0,0,0,0,0,0,2012.0,0
France,86,,Alsace,Alsace,Roger Voss,Riesling,0,1,0,0,0,0,2010.0,0
US,88,18.0,Oregon,Umpqua Valley,Sean P. Sullivan,Sauvignon Blanc,0,1,0,0,0,0,2011.0,0
Italy,88,44.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,1,0,0,0,0,0,2011.0,0
France,92,44.0,Rhône Valley,Gigondas,Joe Czerwinski,Rhône-style Red Blend,0,0,0,0,1,0,2009.0,1
US,92,24.0,California,Edna Valley,,Pinot Gris,0,1,0,0,1,0,2011.0,0
US,87,30.0,New York,Finger Lakes,Anna Lee C. Iijima,Cabernet Franc,1,0,0,0,0,0,2011.0,0
US,93,45.0,California,Arroyo Grande Valley,,Pinot Noir,0,0,0,0,0,0,1997.0,0
Italy,86,15.0,Northeastern Italy,Isonzo del Friuli,,Pinot Bianco,0,1,0,0,0,1,2011.0,0
US,87,36.0,California,Arroyo Grande Valley,,Pinot Noir,1,0,0,0,0,0,2009.0,0
US,93,135.0,Washington,Red Mountain,Sean P. Sullivan,Cabernet Sauvignon,1,0,0,0,0,0,2012.0,0
US,90,19.0,California,Lodi,Jim Gordon,White Blend,0,1,0,0,1,1,2014.0,1
US,91,55.0,California,Russian River Valley,Virginie Boone,Pinot Noir,1,0,0,0,0,0,2014.0,0
France,88,25.0,Burgundy,Bourgogne,Roger Voss,Chardonnay,1,0,0,0,0,0,2015.0,0
Italy,86,25.0,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Sangiovese,0,0,0,0,0,0,2010.0,0
US,92,19.0,Washington,Lake Chelan,Paul Gregutt,Viognier,0,0,0,0,0,0,2011.0,0
Portugal,85,12.0,Douro,,Roger Voss,Portuguese Red,0,0,0,0,0,0,2015.0,0
Austria,91,29.0,Niederösterreich,,Roger Voss,Grüner Veltliner,0,0,0,0,0,0,2009.0,0
US,90,19.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Gris,0,0,0,0,0,0,2016.0,0
Spain,87,16.0,Northern Spain,Rueda,Michael Schachner,Verdejo,0,0,0,0,0,0,2013.0,0
US,88,30.0,Oregon,Willamette Valley,Paul Gregutt,Chardonnay,0,0,0,0,0,0,2011.0,0
US,84,22.0,California,California,Jim Gordon,Chardonnay,0,0,0,0,0,1,2013.0,0
US,91,42.0,California,Sonoma Coast,Virginie Boone,Chardonnay,0,1,0,0,0,0,2015.0,0
Argentina,84,8.0,Mendoza Province,Maipú,Michael Schachner,Cabernet Sauvignon,0,0,0,0,0,0,2006.0,0
US,89,45.0,California,Anderson Valley,Virginie Boone,Pinot Noir,0,0,0,0,0,0,2009.0,0
Portugal,85,12.0,Tejo,,Roger Voss,Portuguese Red,0,0,0,0,0,0,2015.0,0
US,87,30.0,California,Carneros,Virginie Boone,Chardonnay,0,0,0,0,0,0,2014.0,0
Argentina,85,15.0,Mendoza Province,Uco Valley,Michael Schachner,Sauvignon Blanc,0,0,0,0,0,0,2015.0,0
France,90,18.0,Alsace,Alsace,Roger Voss,Gewürztraminer,0,0,0,0,0,0,2013.0,0
France,91,80.0,Champagne,Champagne,Roger Voss,Champagne Blend,0,0,0,0,0,0,,1
France,91,72.0,Burgundy,Vosne-Romanée,Roger Voss,Pinot Noir,0,0,0,0,0,0,2009.0,0
US,88,25.0,Washington,Columbia Valley (WA),Paul Gregutt,Chardonnay,0,0,0,0,0,0,2007.0,0
France,88,13.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,0,0,2014.0,1
France,86,12.0,Southwest France,Cahors,Roger Voss,Malbec,0,0,0,0,0,0,2005.0,0
Italy,94,95.0,Piedmont,Barolo,,Nebbiolo,0,1,0,0,0,0,2005.0,0
Chile,86,14.0,Casablanca Valley,,Michael Schachner,Sauvignon Blanc,0,0,0,0,0,0,2010.0,0
Austria,91,,Burgenland,,Roger Voss,Pinot Noir,1,0,0,0,0,0,2009.0,0
US,92,45.0,Oregon,Eola-Amity Hills,Paul Gregutt,Pinot Noir,0,0,1,0,0,0,2012.0,0
France,93,,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,0,0,2010.0,1
Argentina,84,16.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,0,0,0,0,0,0,2013.0,0
US,91,38.0,Oregon,Walla Walla Valley (OR),Paul Gregutt,Syrah,1,0,0,0,0,0,2010.0,0
US,92,32.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon-Sangiovese,0,0,0,0,0,0,2010.0,1
Argentina,89,28.0,Other,Cafayate,Michael Schachner,Malbec-Merlot,0,0,0,0,0,0,2011.0,1
Chile,93,90.0,Aconcagua Valley,,Michael Schachner,Red Blend,0,0,0,0,0,0,2011.0,1
France,87,,Alsace,Alsace,Roger Voss,Riesling,0,0,0,0,0,0,2010.0,0
US,93,70.0,California,Sonoma Coast,Virginie Boone,Pinot Noir,1,0,0,0,0,0,2013.0,0
Italy,89,35.0,Italy Other,Vino Spumante,Kerin O’Keefe,Sparkling Blend,1,0,0,0,0,0,2015.0,1
Argentina,91,210.0,Mendoza Province,Perdriel,Michael Schachner,Malbec,1,0,0,0,0,0,2012.0,0
Italy,94,130.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,1,0,0,0,0,0,2010.0,0
Italy,87,12.0,Northeastern Italy,Delle Venezie,Kerin O’Keefe,Pinot Grigio,0,1,0,0,0,0,2014.0,0
US,90,70.0,Oregon,Chehalem Mountains,Paul Gregutt,Pinot Noir,0,0,0,0,0,0,2014.0,0
US,89,24.0,California,Santa Barbara County,,Chardonnay,0,0,0,0,1,0,2010.0,0
Italy,86,15.0,Southern Italy,Salento,,Verdeca,0,1,1,0,0,0,2010.0,0
Italy,90,19.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,1,1,0,0,0,0,2010.0,1
Chile,86,10.0,Casablanca Valley,,Michael Schachner,Chardonnay,0,0,0,0,0,0,2016.0,0
US,91,16.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Blanc,0,0,0,0,0,0,2007.0,0
France,89,17.0,Bordeaux,Lalande de Pomerol,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,0,2014.0,1
US,82,9.0,Washington,Washington,Sean P. Sullivan,Cabernet Sauvignon,0,0,0,0,0,0,2013.0,0
Austria,88,23.0,Südsteiermark,,Anne Krebiehl MW,Sauvignon Blanc,0,0,0,0,0,0,2014.0,0
Spain,85,12.0,Northern Spain,Calatayud,Michael Schachner,Garnacha,0,0,0,0,0,0,2013.0,0
US,90,26.0,Oregon,Columbia Gorge (OR),Paul Gregutt,Sauvignon Blanc,0,1,0,0,0,0,2015.0,0
France,87,9.0,Languedoc-Roussillon,Vin de Pays d'Oc,Lauren Buzzeo,Chardonnay,0,1,0,0,0,0,2008.0,0
US,88,34.0,Oregon,Eola-Amity Hills,Paul Gregutt,Pinot Noir,0,0,0,0,0,0,2014.0,0
US,89,50.0,California,St. Helena,Virginie Boone,Cabernet Sauvignon,1,0,0,0,0,0,2011.0,0
US,90,30.0,California,Sta. Rita Hills,Matt Kettmann,Chardonnay,0,0,0,0,0,1,2014.0,0
France,87,23.0,Burgundy,Chablis,Roger Voss,Chardonnay,1,0,0,0,0,0,2012.0,0
US,86,16.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,0,0,0,0,0,1,2015.0,0
Chile,88,25.0,Colchagua Valley,,Michael Schachner,Carmenère,0,0,0,0,0,0,2011.0,0
US,86,20.0,California,Russian River Valley,,Zinfandel,0,0,0,0,1,0,2009.0,0
US,87,22.0,New York,Finger Lakes,Anna Lee C. Iijima,Pinot Noir,1,0,0,0,0,0,2014.0,0
US,89,40.0,California,San Luis Obispo County,,Pinot Noir,0,0,0,0,0,0,2009.0,0
US,91,19.0,Oregon,Dundee Hills,Paul Gregutt,Pinot Blanc,0,1,0,0,0,0,2012.0,0
France,87,22.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,0,2016.0,1
Italy,89,30.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,1,0,0,0,1,0,2012.0,0
Italy,89,25.0,Lombardy,Franciacorta,Kerin O’Keefe,Sparkling Blend,0,0,0,0,0,0,,1
Italy,87,50.0,Southern Italy,Gioia del Colle,,Primitivo,0,0,0,0,0,0,2007.0,0
France,90,15.0,Alsace,Alsace,Anne Krebiehl MW,Alsace white blend,0,0,0,0,1,0,2015.0,0
US,93,24.0,California,Redwood Valley,Paul Gregutt,Zinfandel,0,0,0,0,1,0,1998.0,0
France,88,37.0,Bordeaux,Lalande de Pomerol,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,0,2010.0,1
New Zealand,88,11.0,Marlborough,,,Sauvignon Blanc,0,0,0,0,0,0,2016.0,0
Italy,92,64.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,1,0,1,0,0,0,2011.0,0
US,89,12.0,Washington,Columbia Valley (WA),Paul Gregutt,Muscat Canelli,0,0,0,0,1,0,2001.0,0
Spain,90,28.0,Levante,Utiel-Requena,Michael Schachner,Red Blend,0,0,0,0,0,0,2010.0,1
Chile,87,12.0,Colchagua Valley,,Michael Schachner,Malbec,1,0,0,0,0,0,2012.0,0
France,97,639.0,Burgundy,Grands-Echezeaux,Roger Voss,Pinot Noir,0,0,0,0,1,0,2012.0,0
Chile,90,150.0,Maipo Valley,,Michael Schachner,Syrah,1,0,0,0,0,0,2009.0,0
Argentina,86,9.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,0,0,0,0,0,0,2009.0,0
US,83,28.0,Virginia,Monticello,,Chardonnay,0,1,0,0,0,0,2011.0,0
Portugal,92,45.0,Douro,,Roger Voss,Touriga Nacional,1,0,0,0,0,0,2012.0,0
Chile,85,8.0,Central Valley,,Michael Schachner,Sauvignon Blanc,0,0,0,0,0,0,2016.0,0
US,90,40.0,California,Yorkville Highlands,Jim Gordon,Syrah,1,0,0,0,1,0,2014.0,0
France,85,,Champagne,Champagne,Roger Voss,Champagne Blend,0,0,0,0,0,0,,1
Italy,88,25.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,1,1,0,0,0,0,2013.0,0
Italy,93,45.0,Central Italy,Umbria,,Moscato,0,1,0,0,0,0,2008.0,0
Chile,92,150.0,Buin,,Michael Schachner,Syrah,1,0,0,0,0,0,2011.0,0
New Zealand,91,15.0,Marlborough,,Joe Czerwinski,Sauvignon Blanc,0,0,0,0,0,0,2016.0,0
US,89,18.0,California,Dry Creek Valley,,Zinfandel,0,0,0,0,1,0,2009.0,0
Portugal,90,22.0,Alentejano,,Roger Voss,Portuguese White,0,0,0,0,0,0,2014.0,0
Portugal,93,45.0,Alentejano,,Roger Voss,Portuguese Red,1,0,0,0,0,0,2011.0,0
France,91,56.0,Champagne,Champagne,Roger Voss,Champagne Blend,0,0,0,0,0,0,,1
Australia,89,60.0,Victoria,Nagambie Lakes,Joe Czerwinski,Shiraz,0,0,0,0,0,0,2002.0,0
US,82,17.0,California,Russian River Valley,,Sauvignon Blanc,0,0,0,0,0,1,2007.0,0
US,82,28.0,Virginia,Virginia,,Red Blend,0,0,0,0,0,0,,1
US,92,45.0,California,Sta. Rita Hills,Matt Kettmann,Pinot Noir,0,0,0,0,0,0,2014.0,0
US,91,110.0,California,Napa Valley,,Cabernet Sauvignon,0,0,0,0,0,0,2008.0,0
France,86,13.0,Bordeaux,Entre-Deux-Mers,Roger Voss,Bordeaux-style White Blend,0,0,0,0,0,0,2016.0,1
Italy,87,20.0,Piedmont,Langhe,,Nebbiolo,0,0,0,0,0,0,2004.0,0
Italy,86,16.0,Northeastern Italy,Vigneti delle Dolomiti,Kerin O’Keefe,Pinot Grigio,0,0,0,0,0,0,2014.0,0
France,92,112.0,Burgundy,Beaune,Roger Voss,Chardonnay,0,0,0,0,0,0,2010.0,0
Argentina,81,12.0,Mendoza Province,Mendoza,Michael Schachner,Torrontés,0,1,0,0,0,0,2011.0,0
US,84,29.0,California,Paso Robles,,Petite Sirah,0,0,0,0,0,1,2005.0,0
US,83,13.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Gewürztraminer,0,0,0,0,1,0,2014.0,0
US,93,45.0,Washington,Columbia Valley (WA),Paul Gregutt,Mourvèdre,0,0,0,0,0,0,2009.0,0
Austria,91,18.0,Burgenland,,Anne Krebiehl MW,Zweigelt,0,0,0,0,0,0,2013.0,0
US,87,16.0,California,North Coast,Virginie Boone,Chardonnay,0,0,0,0,0,0,2011.0,0
Italy,89,20.0,Tuscany,Morellino di Scansano,Kerin O’Keefe,Sangiovese,1,0,0,0,0,0,2011.0,0
Greece,89,50.0,Crete,,Susan Kostrzewa,Red Blend,1,0,0,0,0,0,2008.0,1
Italy,88,,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,1,0,0,0,0,0,2012.0,0
US,90,36.0,California,Paso Robles,Matt Kettmann,Port,1,0,0,0,0,0,2013.0,0
Italy,86,25.0,Northeastern Italy,Isonzo del Friuli,,Friulano,0,1,1,0,0,0,2012.0,0
France,90,,Bordeaux,Médoc,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,1,0,2006.0,1
US,93,45.0,California,Paso Robles,Matt Kettmann,Rhône-style Red Blend,0,0,0,0,1,0,2012.0,1
US,86,10.0,California,Central Coast,Matt Kettmann,Pinot Noir,1,0,0,0,0,0,2012.0,0
Germany,85,112.0,Nahe,,Joe Czerwinski,Riesling,0,0,0,0,0,0,2009.0,0
France,88,28.0,Burgundy,Mâcon-Villages,Roger Voss,Chardonnay,0,0,0,0,0,0,2014.0,0
Italy,88,23.0,Northeastern Italy,Alto Adige,Roger Voss,Sauvignon Blanc,0,0,0,0,0,0,2002.0,0
Argentina,90,20.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,1,0,0,0,0,0,2013.0,0
France,90,26.0,Champagne,Champagne,,Champagne Blend,0,0,0,0,0,1,,1
France,89,53.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,0,0,0,0,0,0,2014.0,0
US,87,15.0,New York,Finger Lakes,Anna Lee C. Iijima,Chardonnay,0,0,0,0,0,0,2014.0,0
US,87,12.0,California,California,Jim Gordon,Pinot Noir,0,0,0,0,0,0,2015.0,0
Italy,89,26.0,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Glera,0,1,0,0,1,0,2015.0,0
India,90,10.0,Nashik,,Mike DeSimone,Chenin Blanc,0,0,0,0,0,0,2013.0,0
US,92,50.0,California,Napa-Sonoma,,Sparkling Blend,1,0,0,1,0,0,,1
France,88,30.0,Provence,Coteaux d'Aix-en-Provence,Roger Voss,Rhône-style Red Blend,1,0,0,0,1,0,2009.0,1
US,84,15.0,California,California,Jim Gordon,Red Blend,0,0,0,0,0,1,2012.0,1
Israel,86,18.0,Galilee,,Lauren Buzzeo,Merlot,0,0,0,0,0,1,2007.0,0
France,83,14.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Rhône-style White Blend,0,0,0,0,0,0,2013.0,1
France,84,13.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,0,0,0,0,0,0,2014.0,1
France,88,19.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Rhône-style Red Blend,0,0,0,0,0,0,2010.0,1
Italy,89,21.0,Veneto,Lessini Durello,Kerin O’Keefe,Durella,0,1,0,0,0,0,2012.0,0
US,89,16.0,New York,Finger Lakes,Anna Lee C. Iijima,Cabernet Franc,1,0,0,0,0,1,2010.0,0
US,86,32.0,Washington,Horse Heaven Hills,Paul Gregutt,Malbec,1,0,0,0,0,0,2008.0,0
France,88,25.0,Burgundy,Chablis,Roger Voss,Chardonnay,0,0,0,0,0,0,2014.0,0
France,92,89.0,Champagne,Champagne,Roger Voss,Champagne Blend,0,0,0,0,1,0,2006.0,1
Italy,88,13.0,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,Red Blend,1,0,0,0,0,0,2012.0,1
US,87,22.0,California,Livermore Valley,,Chardonnay,0,0,0,0,0,0,2006.0,0
Chile,87,50.0,San Antonio,,Michael Schachner,Syrah,0,0,0,0,0,0,2010.0,0
Chile,86,13.0,Maipo Valley,,Michael Schachner,Cabernet Sauvignon,1,0,0,0,0,0,2014.0,0
South Africa,89,,Stellenbosch,,Lauren Buzzeo,Red Blend,1,0,1,0,0,0,2014.0,1
France,88,24.0,Alsace,Alsace,Roger Voss,Gewürztraminer,0,0,0,0,1,0,2013.0,0
Italy,86,10.0,Central Italy,Montepulciano d'Abruzzo,,Montepulciano,0,0,0,0,0,0,2003.0,0
US,88,45.0,California,Russian River Valley,Virginie Boone,Pinot Noir,1,0,0,0,0,0,2014.0,0
US,82,40.0,California,Napa Valley,,Merlot,0,0,0,0,0,0,2010.0,0
France,89,35.0,Rhône Valley,Châteauneuf-du-Pape,Joe Czerwinski,Rhône-style Red Blend,0,0,0,0,0,0,2011.0,1
Portugal,87,15.0,Alentejano,,Roger Voss,Portuguese Red,1,0,0,0,0,0,2013.0,0
Austria,92,25.0,Traisental,,Roger Voss,Riesling,0,0,0,0,0,0,2009.0,0
France,93,75.0,Burgundy,Chassagne-Montrachet,Roger Voss,Chardonnay,0,0,0,0,0,0,2013.0,0
Chile,88,16.0,Leyda Valley,,Michael Schachner,Sauvignon Blanc,0,0,0,0,0,0,2016.0,0
US,88,40.0,California,Knights Valley,,Petite Sirah,0,0,0,0,1,0,2011.0,0
France,91,40.0,Rhône Valley,Costières de Nîmes,Joe Czerwinski,Rhône-style Red Blend,0,0,0,0,0,0,2010.0,1
Spain,91,50.0,Catalonia,Priorat,Michael Schachner,Red Blend,1,0,0,0,0,0,2014.0,1
France,90,95.0,Burgundy,Chambolle-Musigny,Roger Voss,Pinot Noir,0,0,0,0,0,0,2010.0,0
Australia,87,24.0,South Australia,Barossa,Joe Czerwinski,Cabernet Sauvignon,0,0,0,0,0,0,2003.0,0
Spain,85,10.0,Catalonia,Montsant,Michael Schachner,Red Blend,0,0,0,0,0,0,2015.0,1
Italy,89,34.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,1,0,0,0,0,0,2013.0,0
Italy,90,64.0,Lombardy,Sforzato di Valtellina,,Nebbiolo,1,0,0,0,1,0,2006.0,0
US,95,50.0,California,Santa Barbara County,Matt Kettmann,Pinot Noir,1,0,0,0,0,0,2014.0,0
Italy,84,,Veneto,Prosecco,,Glera,0,1,0,0,1,0,,0
US,92,30.0,California,Santa Cruz Mountains,,Chardonnay,0,1,0,0,0,0,2001.0,0
US,88,100.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Cabernet Sauvignon,0,0,0,0,1,0,2013.0,0
US,91,20.0,California,Mendocino County,Virginie Boone,Sparkling Blend,1,0,0,0,1,0,,1
Italy,94,60.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,1,0,0,0,0,0,2011.0,0
US,94,68.0,California,Anderson Valley,Jim Gordon,Pinot Noir,1,0,0,0,0,0,2014.0,0
US,93,33.0,California,Napa Valley,,Syrah,1,0,0,0,0,0,2006.0,0
Italy,87,18.0,Sicily & Sardinia,Sicilia,,Nero d'Avola,0,0,0,0,0,0,2007.0,0
US,88,15.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Riesling,0,0,0,0,1,0,2014.0,0
US,87,45.0,California,Alexander Valley,,Cabernet Sauvignon,0,0,0,0,1,0,2010.0,0
France,91,90.0,Burgundy,Aloxe-Corton,Roger Voss,Pinot Noir,0,0,0,0,1,0,2014.0,0
Austria,91,20.0,Kamptal,,Anne Krebiehl MW,Riesling,0,0,0,0,0,0,2015.0,0
Italy,89,18.0,Veneto,Soave Classico,Kerin O’Keefe,Garganega,0,0,0,0,0,0,2015.0,0
France,92,45.0,Bordeaux,Médoc,Roger Voss,Bordeaux-style Red Blend,1,0,0,0,0,0,2013.0,1
Italy,90,75.0,Tuscany,Toscana,,Cabernet Franc,0,0,0,0,0,0,2004.0,0
Chile,92,40.0,Maipo Valley,,Michael Schachner,Red Blend,0,0,0,0,0,0,2011.0,1
US,89,28.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Cabernet Sauvignon,0,0,0,0,0,1,2014.0,0
US,90,38.0,California,Carneros,Virginie Boone,Pinot Noir,1,0,0,0,0,0,2014.0,0
Italy,88,,Piedmont,Barbaresco,,Nebbiolo,1,0,0,0,0,0,2008.0,0
Italy,89,31.0,Southern Italy,Aglianico del Vulture,Kerin O’Keefe,Aglianico,0,0,0,0,0,0,2012.0,0
