country,province,region_1,variety,price,year,taster_name,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,is_blend
5.0,32.0,191.0,26.0,25.0,2014.0,3.0,0,0,0,0,0,0,0
8.0,14.0,21.0,18.0,10.0,2011.0,6.0,0,0,0,0,0,0,1
1.0,9.0,174.0,9.0,35.0,2012.0,9.0,1,0,1,0,0,0,1
11.0,29.0,414.0,52.0,80.0,2004.0,5.0,1,0,0,0,0,0,0
5.0,28.0,45.0,33.0,59.0,2011.0,3.0,1,0,1,0,0,0,1
1.0,9.0,38.0,30.0,14.0,2014.0,7.0,1,0,0,0,0,0,0
5.0,28.0,45.0,33.0,65.0,2011.0,3.0,1,0,0,0,0,0,1
1.0,9.0,78.0,6.0,75.0,2011.0,9.0,1,0,0,0,0,0,0
1.0,9.0,64.0,6.0,16.0,2009.0,0.0,1,0,0,0,1,0,0
6.0,27.0,415.0,9.0,40.0,2007.0,6.0,0,0,0,0,0,0,1
18.0,145.0,55.0,9.0,25.0,2006.0,13.0,1,0,1,0,1,0,1
7.0,16.0,72.0,14.0,33.0,2014.0,8.0,0,1,0,0,0,0,0
1.0,9.0,30.0,8.0,12.0,2006.0,0.0,0,0,0,0,0,0,0
7.0,40.0,315.0,139.0,25.0,2015.0,8.0,0,1,0,0,0,0,0
1.0,12.0,10.0,12.0,75.0,2010.0,0.0,1,0,0,0,1,0,1
1.0,15.0,43.0,6.0,43.0,2014.0,11.0,0,0,0,0,0,0,0
7.0,31.0,84.0,55.0,15.0,2011.0,8.0,0,0,0,0,0,0,0
5.0,8.0,416.0,6.0,42.0,2009.0,3.0,1,0,0,0,0,0,0
1.0,9.0,50.0,1.0,40.0,2013.0,12.0,0,0,0,0,0,0,0
5.0,11.0,173.0,12.0,11.0,2015.0,3.0,1,0,0,0,0,0,1
6.0,7.0,4.0,76.0,15.0,2010.0,6.0,0,1,0,0,0,0,0
7.0,31.0,365.0,9.0,15.0,2010.0,0.0,0,0,0,0,0,1,1
8.0,19.0,80.0,53.0,17.0,2014.0,6.0,1,0,0,0,0,0,0
3.0,34.0,55.0,39.0,25.0,2010.0,3.0,0,1,0,0,0,0,0
10.0,112.0,55.0,28.0,8.0,2002.0,6.0,1,0,0,0,0,0,0
1.0,1.0,1.0,12.0,50.0,2012.0,1.0,0,0,0,0,0,1,1
7.0,22.0,42.0,27.0,40.0,2012.0,8.0,0,0,0,0,0,0,0
14.0,146.0,55.0,24.0,23.0,2014.0,16.0,0,0,0,0,0,0,0
14.0,67.0,55.0,60.0,12.0,2014.0,16.0,0,0,0,0,0,0,0
5.0,6.0,3.0,15.0,26.0,2011.0,3.0,1,0,0,0,0,0,1
1.0,9.0,32.0,6.0,24.0,2014.0,12.0,0,0,0,0,0,0,0
7.0,10.0,196.0,10.0,34.0,2009.0,8.0,1,0,0,0,0,0,0
5.0,32.0,300.0,65.0,13.0,2015.0,3.0,0,0,0,0,0,0,0
9.0,147.0,55.0,188.0,25.0,2015.0,13.0,0,1,0,0,1,0,0
1.0,1.0,1.0,30.0,42.0,2012.0,1.0,1,0,0,0,1,1,0
10.0,72.0,55.0,26.0,30.0,2013.0,6.0,0,0,0,0,0,0,0
1.0,9.0,157.0,6.0,100.0,2009.0,0.0,0,0,0,0,0,0,0
1.0,9.0,260.0,17.0,25.0,2009.0,12.0,0,0,0,0,0,0,0
10.0,35.0,55.0,30.0,25.0,2013.0,6.0,1,0,0,0,1,0,0
5.0,32.0,417.0,49.0,25.0,2005.0,3.0,0,1,0,0,1,0,0
1.0,9.0,174.0,1.0,28.0,2014.0,9.0,1,0,0,0,0,0,0
7.0,16.0,418.0,47.0,38.0,2007.0,0.0,0,0,1,0,0,0,0
1.0,9.0,38.0,30.0,30.0,2014.0,9.0,1,0,0,0,0,0,0
7.0,62.0,419.0,9.0,45.0,2010.0,8.0,1,0,0,0,0,0,1
1.0,9.0,38.0,30.0,18.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,9.0,420.0,6.0,42.0,2012.0,12.0,0,0,0,0,0,0,0
1.0,9.0,32.0,8.0,27.0,2013.0,12.0,0,0,0,0,0,0,0
2.0,48.0,55.0,26.0,18.0,2015.0,4.0,0,1,0,0,0,0,0
1.0,15.0,92.0,41.0,28.0,2013.0,11.0,0,0,0,0,1,0,0
1.0,9.0,393.0,174.0,30.0,2016.0,9.0,0,0,0,0,0,0,0
5.0,8.0,70.0,8.0,29.0,2011.0,3.0,1,0,0,0,0,0,0
1.0,9.0,157.0,30.0,38.0,2012.0,12.0,0,0,0,0,1,0,0
1.0,15.0,43.0,6.0,63.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,249.0,17.0,30.0,2013.0,7.0,0,0,0,0,0,0,0
6.0,7.0,4.0,25.0,35.0,2008.0,6.0,0,0,0,0,0,0,0
1.0,9.0,20.0,158.0,24.0,2013.0,9.0,1,0,0,0,1,0,0
8.0,106.0,256.0,1.0,30.0,2012.0,6.0,1,0,0,0,0,0,0
7.0,17.0,18.0,32.0,14.0,2015.0,8.0,1,0,0,0,0,0,0
1.0,9.0,64.0,1.0,25.0,2015.0,12.0,0,0,0,0,0,0,0
1.0,9.0,78.0,6.0,62.0,2014.0,9.0,0,0,0,0,1,0,0
1.0,9.0,20.0,17.0,60.0,2012.0,9.0,1,0,0,0,0,0,0
5.0,11.0,173.0,12.0,22.0,2012.0,3.0,0,0,0,0,0,0,1
5.0,32.0,63.0,26.0,13.0,2015.0,3.0,0,0,0,0,0,0,0
1.0,9.0,157.0,18.0,40.0,2008.0,0.0,0,0,0,0,0,0,1
1.0,1.0,225.0,53.0,28.0,2009.0,1.0,0,0,0,0,1,1,0
1.0,25.0,41.0,24.0,16.0,2008.0,0.0,0,0,0,0,0,1,0
1.0,9.0,32.0,6.0,36.0,2009.0,0.0,1,0,0,0,0,0,0
3.0,3.0,55.0,3.0,10.0,2011.0,3.0,1,0,0,0,0,0,0
1.0,9.0,151.0,17.0,45.0,2009.0,0.0,0,0,0,0,1,0,0
6.0,7.0,4.0,8.0,17.0,2008.0,6.0,0,0,0,0,0,0,0
1.0,9.0,34.0,8.0,25.0,2010.0,0.0,0,0,0,0,0,1,0
1.0,9.0,55.0,26.0,18.0,2009.0,0.0,0,0,0,0,0,0,0
5.0,11.0,140.0,12.0,19.0,2015.0,3.0,0,0,0,0,0,0,1
1.0,9.0,30.0,8.0,16.0,2011.0,9.0,0,0,0,0,0,0,0
1.0,9.0,30.0,22.0,24.0,2014.0,9.0,0,1,0,0,0,0,1
11.0,29.0,46.0,167.0,225.0,2012.0,5.0,1,0,0,0,0,0,1
10.0,35.0,55.0,8.0,14.0,1999.0,0.0,0,0,0,0,1,0,0
1.0,25.0,41.0,71.0,35.0,2012.0,13.0,1,0,0,0,0,0,0
1.0,12.0,10.0,86.0,28.0,2013.0,17.0,0,0,0,0,0,0,0
1.0,9.0,174.0,8.0,16.0,2009.0,0.0,0,0,0,0,0,1,0
7.0,99.0,377.0,172.0,25.0,2013.0,8.0,0,1,0,0,0,0,0
16.0,148.0,55.0,25.0,17.0,2015.0,6.0,1,0,0,0,0,0,0
1.0,9.0,55.0,30.0,25.0,2005.0,0.0,1,0,0,0,0,0,0
1.0,9.0,421.0,17.0,35.0,2014.0,7.0,0,0,0,0,0,0,0
1.0,9.0,126.0,6.0,45.0,2014.0,7.0,1,0,0,0,0,0,0
7.0,10.0,322.0,9.0,25.0,2012.0,8.0,1,0,0,0,0,0,1
1.0,12.0,10.0,9.0,38.0,2008.0,0.0,0,0,0,0,0,0,1
1.0,15.0,189.0,181.0,26.0,2013.0,11.0,0,0,0,0,0,0,0
8.0,19.0,80.0,189.0,22.0,2011.0,6.0,0,1,0,0,0,0,0
8.0,19.0,80.0,53.0,61.0,2012.0,6.0,1,0,0,0,0,0,0
7.0,16.0,422.0,75.0,11.0,2001.0,5.0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,58.0,2008.0,11.0,0,0,0,0,0,0,0
1.0,9.0,38.0,26.0,11.0,2011.0,0.0,0,1,0,0,1,0,0
10.0,78.0,55.0,25.0,8.0,2014.0,6.0,1,0,0,0,0,0,0
5.0,37.0,71.0,120.0,33.0,2009.0,3.0,0,0,0,0,0,0,0
1.0,25.0,41.0,60.0,15.0,2012.0,13.0,0,1,0,0,1,0,0
3.0,3.0,55.0,61.0,25.0,2013.0,3.0,0,0,0,0,0,0,0
1.0,9.0,423.0,1.0,32.0,2013.0,9.0,1,0,0,0,0,1,0
8.0,19.0,195.0,53.0,18.0,2003.0,6.0,0,0,0,0,0,0,0
1.0,1.0,1.0,8.0,15.0,2012.0,11.0,0,0,0,0,0,0,0
1.0,1.0,1.0,8.0,14.0,2009.0,11.0,0,1,0,0,0,0,0
11.0,104.0,424.0,6.0,55.0,2012.0,5.0,0,0,0,0,0,0,0
5.0,8.0,410.0,8.0,26.0,2015.0,3.0,0,0,0,0,0,0,0
1.0,15.0,43.0,6.0,20.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,50.0,6.0,100.0,2012.0,12.0,0,0,0,0,0,0,0
1.0,9.0,425.0,6.0,24.0,2006.0,0.0,1,0,0,0,1,0,0
4.0,38.0,55.0,26.0,15.0,2008.0,5.0,0,0,0,0,0,0,0
1.0,15.0,115.0,26.0,16.0,2012.0,11.0,0,1,0,0,0,0,0
8.0,19.0,330.0,69.0,19.0,2012.0,6.0,0,0,0,0,1,0,0
1.0,15.0,43.0,6.0,28.0,2015.0,11.0,0,0,0,0,0,0,0
9.0,142.0,55.0,24.0,28.0,2006.0,5.0,0,0,0,0,0,1,0
3.0,33.0,55.0,61.0,10.0,2016.0,3.0,0,0,0,0,0,0,0
14.0,67.0,55.0,24.0,17.0,2012.0,3.0,0,0,0,0,0,0,0
2.0,149.0,55.0,2.0,12.0,2009.0,4.0,0,0,0,0,0,0,0
7.0,17.0,44.0,32.0,13.0,2011.0,0.0,0,0,0,0,0,0,0
7.0,10.0,7.0,10.0,125.0,2010.0,8.0,1,0,0,0,0,0,0
4.0,150.0,55.0,6.0,25.0,2012.0,5.0,0,0,0,0,0,0,0
15.0,151.0,55.0,11.0,12.0,2011.0,2.0,0,0,0,0,0,1,0
5.0,37.0,71.0,24.0,37.0,2010.0,3.0,0,0,0,0,0,0,0
7.0,22.0,42.0,27.0,35.0,2010.0,8.0,1,1,1,0,0,0,0
1.0,1.0,58.0,30.0,40.0,2009.0,11.0,1,0,0,0,0,0,0
7.0,17.0,44.0,32.0,30.0,2012.0,8.0,1,0,0,0,0,0,0
5.0,8.0,416.0,6.0,106.0,2014.0,3.0,1,0,0,0,0,0,0
5.0,8.0,426.0,8.0,25.0,2006.0,3.0,0,0,0,0,0,0,0
3.0,34.0,55.0,160.0,25.0,2011.0,3.0,1,0,0,0,1,0,0
1.0,9.0,60.0,18.0,50.0,2013.0,12.0,0,0,0,0,0,0,1
7.0,10.0,305.0,140.0,25.0,2015.0,8.0,0,0,0,0,0,0,0
7.0,17.0,44.0,8.0,21.0,2007.0,0.0,0,0,0,0,1,0,0
5.0,6.0,134.0,11.0,17.0,2010.0,3.0,0,0,0,0,0,0,0
5.0,13.0,427.0,13.0,25.0,2015.0,3.0,0,0,0,0,0,0,0
8.0,19.0,106.0,9.0,34.0,2006.0,6.0,1,0,0,0,0,1,1
1.0,9.0,263.0,71.0,65.0,2012.0,12.0,1,0,0,0,0,0,0
8.0,86.0,428.0,9.0,45.0,2008.0,6.0,0,0,0,0,0,0,1
7.0,16.0,15.0,14.0,16.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,9.0,55.0,30.0,15.0,2008.0,0.0,0,0,0,0,0,0,0
1.0,9.0,85.0,11.0,19.0,2012.0,0.0,0,1,1,0,0,0,0
1.0,15.0,43.0,6.0,45.0,2012.0,11.0,0,0,0,0,0,0,0
1.0,25.0,41.0,41.0,18.0,2012.0,13.0,0,0,1,0,0,1,0
7.0,22.0,429.0,18.0,25.0,2011.0,0.0,0,1,0,0,0,0,1
1.0,15.0,43.0,6.0,35.0,2000.0,6.0,1,0,0,0,0,0,0
5.0,11.0,102.0,12.0,45.0,2014.0,3.0,1,0,0,0,0,0,1
5.0,11.0,206.0,88.0,25.0,2013.0,3.0,0,0,0,0,0,0,1
2.0,2.0,55.0,34.0,36.0,2005.0,2.0,1,0,0,0,0,0,0
5.0,41.0,77.0,106.0,25.0,2015.0,3.0,0,0,0,0,0,0,1
1.0,9.0,55.0,28.0,48.0,2009.0,0.0,1,0,0,0,0,0,0
1.0,9.0,38.0,28.0,8.0,2010.0,0.0,0,0,0,0,1,0,0
1.0,9.0,55.0,26.0,24.0,2010.0,0.0,0,1,0,0,0,0,0
7.0,16.0,430.0,75.0,25.0,2005.0,0.0,0,0,0,0,1,0,0
7.0,31.0,101.0,55.0,28.0,2012.0,8.0,1,1,0,0,0,0,0
1.0,15.0,90.0,9.0,16.0,0.0,11.0,1,0,0,0,0,0,1
1.0,15.0,43.0,6.0,50.0,2013.0,11.0,1,0,0,0,0,0,0
5.0,11.0,220.0,12.0,25.0,2008.0,3.0,1,0,0,0,0,1,1
8.0,19.0,389.0,154.0,12.0,2015.0,6.0,1,0,0,0,0,1,0
7.0,16.0,15.0,14.0,16.0,2011.0,0.0,0,0,0,1,0,1,0
1.0,9.0,55.0,30.0,76.0,2008.0,0.0,0,0,0,0,0,1,0
7.0,22.0,42.0,27.0,70.0,2013.0,8.0,1,0,0,0,0,0,0
7.0,62.0,431.0,9.0,20.0,2009.0,8.0,0,0,0,0,0,0,1
5.0,11.0,98.0,12.0,25.0,2014.0,3.0,1,0,0,0,0,0,1
3.0,49.0,55.0,51.0,40.0,0.0,3.0,0,0,0,0,0,0,0
7.0,22.0,26.0,23.0,25.0,2011.0,8.0,1,0,0,0,0,0,0
1.0,25.0,41.0,24.0,10.0,2002.0,5.0,0,0,0,0,0,1,0
5.0,11.0,206.0,88.0,13.0,2013.0,3.0,0,0,0,0,0,0,1
5.0,11.0,206.0,88.0,15.0,2016.0,3.0,0,0,0,0,0,0,1
1.0,25.0,41.0,8.0,11.0,2011.0,13.0,0,0,0,0,0,1,0
1.0,1.0,86.0,52.0,36.0,2014.0,1.0,1,0,0,0,0,0,0
1.0,9.0,432.0,30.0,40.0,2011.0,12.0,0,0,0,0,0,0,0
8.0,19.0,80.0,73.0,30.0,2006.0,6.0,0,0,0,0,1,0,1
5.0,28.0,45.0,33.0,95.0,2011.0,3.0,1,0,0,0,1,0,1
1.0,9.0,50.0,6.0,57.0,2010.0,0.0,0,0,0,0,0,0,0
7.0,99.0,240.0,18.0,36.0,2006.0,8.0,0,0,0,0,0,0,1
1.0,9.0,85.0,8.0,12.0,2009.0,0.0,0,0,0,0,0,0,0
6.0,7.0,4.0,25.0,23.0,2014.0,6.0,1,0,0,0,1,0,0
8.0,106.0,256.0,53.0,69.0,2001.0,6.0,0,0,0,0,0,0,0
7.0,10.0,17.0,95.0,18.0,2011.0,0.0,0,1,0,0,0,0,0
1.0,9.0,64.0,12.0,52.0,2012.0,12.0,1,0,0,0,0,0,1
5.0,6.0,3.0,183.0,27.0,2014.0,3.0,1,0,0,0,0,0,0
7.0,10.0,17.0,71.0,120.0,2012.0,8.0,1,0,0,0,0,0,0
6.0,7.0,259.0,8.0,32.0,2009.0,6.0,0,0,0,0,0,1,0
10.0,47.0,55.0,9.0,49.0,2010.0,6.0,1,0,0,0,0,0,1
10.0,26.0,55.0,9.0,30.0,2012.0,6.0,0,0,0,0,0,0,1
1.0,9.0,131.0,30.0,18.0,2012.0,12.0,1,0,0,0,1,0,0
1.0,1.0,135.0,1.0,40.0,2005.0,11.0,0,0,0,0,0,0,0
8.0,14.0,133.0,1.0,24.0,2012.0,6.0,1,0,0,0,1,0,0
7.0,40.0,264.0,36.0,39.0,2013.0,8.0,0,1,0,0,0,0,1
11.0,98.0,239.0,48.0,22.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,9.0,55.0,30.0,55.0,2009.0,0.0,0,0,0,0,1,0,0
7.0,16.0,94.0,47.0,90.0,2006.0,0.0,0,1,0,0,0,1,0
1.0,15.0,49.0,6.0,48.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,174.0,22.0,24.0,2009.0,0.0,0,1,0,0,0,0,1
9.0,24.0,55.0,24.0,19.0,2009.0,5.0,0,0,0,0,0,0,0
7.0,62.0,236.0,10.0,25.0,2015.0,8.0,1,1,0,0,0,0,0
1.0,9.0,38.0,28.0,10.0,2010.0,7.0,0,0,0,0,0,0,0
5.0,83.0,433.0,6.0,14.0,2015.0,4.0,1,0,0,0,0,0,0
1.0,15.0,118.0,24.0,22.0,2011.0,11.0,0,0,0,0,0,1,0
1.0,1.0,56.0,30.0,65.0,2014.0,1.0,0,0,0,0,0,0,0
6.0,7.0,132.0,30.0,12.0,2010.0,6.0,0,0,0,0,0,0,0
5.0,32.0,191.0,26.0,25.0,2015.0,3.0,0,1,0,0,0,0,0
1.0,9.0,55.0,8.0,13.0,2010.0,0.0,0,0,0,0,0,0,0
5.0,8.0,113.0,6.0,90.0,2010.0,3.0,1,0,0,0,0,1,0
1.0,9.0,34.0,6.0,65.0,2011.0,0.0,1,0,0,0,0,0,0
14.0,68.0,55.0,24.0,18.0,2014.0,16.0,0,0,0,0,0,0,0
1.0,9.0,38.0,36.0,18.0,2014.0,7.0,0,0,0,0,0,1,1
1.0,9.0,367.0,17.0,22.0,2013.0,7.0,1,0,0,0,0,0,0
5.0,11.0,409.0,28.0,39.0,2012.0,3.0,1,0,0,0,0,0,0
5.0,28.0,45.0,33.0,46.0,2006.0,3.0,0,0,0,0,0,0,1
21.0,103.0,247.0,71.0,23.0,2013.0,11.0,0,0,1,0,1,0,0
1.0,25.0,41.0,8.0,15.0,2007.0,4.0,1,0,0,0,0,0,0
5.0,6.0,82.0,11.0,25.0,2011.0,3.0,0,0,0,0,0,0,0
5.0,8.0,284.0,6.0,70.0,2010.0,3.0,1,0,0,0,1,0,0
5.0,11.0,152.0,12.0,13.0,2014.0,3.0,0,0,0,0,0,0,1
5.0,28.0,45.0,8.0,95.0,2011.0,3.0,0,0,0,0,0,0,0
5.0,11.0,212.0,12.0,25.0,2014.0,3.0,1,0,0,0,1,0,1
1.0,9.0,50.0,6.0,49.0,2011.0,0.0,1,0,0,0,1,0,0
7.0,22.0,29.0,27.0,40.0,2004.0,0.0,0,1,0,0,0,0,0
7.0,10.0,434.0,9.0,40.0,2013.0,8.0,1,0,0,0,0,0,1
7.0,16.0,94.0,9.0,65.0,2009.0,8.0,1,1,0,0,0,0,1
1.0,9.0,50.0,6.0,42.0,2015.0,12.0,1,0,1,0,0,0,0
1.0,9.0,177.0,8.0,15.0,2013.0,9.0,0,0,0,0,0,0,0
1.0,9.0,32.0,8.0,27.0,2012.0,12.0,0,0,0,0,0,0,0
1.0,9.0,116.0,1.0,30.0,2008.0,12.0,0,1,0,0,0,0,0
7.0,10.0,160.0,9.0,14.0,2009.0,8.0,1,0,0,0,0,0,1
7.0,10.0,7.0,54.0,72.0,2006.0,0.0,1,0,0,0,0,0,0
11.0,29.0,383.0,30.0,45.0,2008.0,5.0,0,0,0,0,1,0,0
1.0,9.0,50.0,6.0,65.0,2005.0,0.0,1,0,0,0,0,0,0
5.0,8.0,284.0,6.0,72.0,2009.0,3.0,1,0,0,0,0,0,0
6.0,7.0,4.0,1.0,8.0,2010.0,6.0,0,0,0,0,0,0,0
5.0,18.0,19.0,52.0,14.0,2011.0,3.0,1,0,0,0,0,0,0
13.0,55.0,55.0,30.0,50.0,2012.0,15.0,1,0,0,0,0,0,0
19.0,79.0,55.0,28.0,15.0,2011.0,14.0,1,0,0,0,0,0,0
3.0,107.0,55.0,11.0,14.0,2015.0,3.0,1,0,0,0,0,0,0
1.0,44.0,55.0,1.0,17.0,2014.0,1.0,0,0,0,0,0,0,0
8.0,106.0,332.0,53.0,8.0,2009.0,6.0,0,0,0,0,0,0,0
1.0,9.0,85.0,17.0,22.0,2005.0,0.0,0,0,0,0,1,0,0
5.0,32.0,373.0,49.0,120.0,2011.0,3.0,0,0,0,0,0,0,0
10.0,21.0,55.0,9.0,12.0,2012.0,6.0,0,0,0,0,0,0,1
7.0,22.0,42.0,27.0,117.0,2004.0,0.0,1,0,0,0,0,0,0
7.0,17.0,435.0,9.0,45.0,2011.0,8.0,1,0,0,0,0,0,1
14.0,68.0,55.0,24.0,29.0,2014.0,16.0,0,0,0,0,0,0,0
7.0,40.0,103.0,57.0,30.0,2005.0,0.0,0,0,0,0,0,1,0
14.0,43.0,55.0,190.0,25.0,2001.0,3.0,0,0,0,0,1,1,0
2.0,152.0,55.0,30.0,10.0,2011.0,4.0,1,0,0,0,0,0,0
5.0,6.0,82.0,11.0,23.0,2015.0,3.0,0,0,0,0,0,0,0
1.0,15.0,43.0,48.0,18.0,2013.0,11.0,0,0,0,0,0,0,0
1.0,9.0,183.0,17.0,20.0,2011.0,7.0,1,0,0,0,0,0,0
5.0,11.0,152.0,12.0,15.0,2010.0,3.0,1,0,0,0,0,1,1
10.0,72.0,55.0,26.0,15.0,2015.0,6.0,0,0,0,0,0,0,0
5.0,11.0,152.0,12.0,30.0,2014.0,3.0,1,0,0,0,1,0,1
14.0,68.0,55.0,60.0,29.0,2014.0,16.0,0,0,0,0,0,0,0
8.0,19.0,389.0,154.0,18.0,2013.0,6.0,0,0,0,0,0,1,0
1.0,9.0,157.0,6.0,60.0,2012.0,12.0,1,0,0,0,0,0,0
1.0,9.0,50.0,8.0,47.0,2013.0,12.0,0,0,0,0,0,0,0
1.0,9.0,8.0,24.0,10.0,2010.0,0.0,0,0,0,0,0,1,0
5.0,37.0,71.0,48.0,44.0,2009.0,3.0,0,0,0,0,0,0,0
7.0,40.0,315.0,139.0,20.0,2010.0,0.0,0,1,0,0,0,0,0
28.0,153.0,55.0,191.0,20.0,2001.0,13.0,0,0,0,0,0,0,0
8.0,46.0,91.0,50.0,28.0,2013.0,6.0,0,0,0,0,0,0,0
7.0,10.0,7.0,54.0,45.0,2005.0,0.0,0,1,0,0,0,0,0
1.0,9.0,33.0,52.0,35.0,2010.0,0.0,0,0,0,0,0,1,0
1.0,9.0,157.0,8.0,11.0,2008.0,0.0,0,0,0,0,0,0,0
3.0,3.0,55.0,3.0,23.0,2013.0,3.0,1,0,0,0,0,0,0
29.0,154.0,55.0,24.0,15.0,2013.0,14.0,0,0,0,0,1,0,0
1.0,9.0,32.0,6.0,60.0,2013.0,12.0,0,0,0,0,0,0,0
1.0,1.0,1.0,6.0,12.0,2013.0,1.0,1,0,0,0,0,0,0
3.0,3.0,55.0,3.0,31.0,2014.0,3.0,1,0,0,0,0,0,0
1.0,25.0,41.0,8.0,13.0,2008.0,4.0,0,0,0,0,0,0,0
7.0,10.0,196.0,10.0,25.0,2005.0,0.0,0,0,0,0,1,0,0
7.0,10.0,196.0,9.0,48.0,2011.0,8.0,1,0,0,0,1,0,1
1.0,9.0,55.0,8.0,12.0,2014.0,12.0,0,0,0,0,0,0,0
1.0,25.0,41.0,33.0,21.0,2011.0,13.0,1,0,0,0,0,0,1
1.0,25.0,41.0,24.0,15.0,2013.0,13.0,0,0,0,0,1,0,0
9.0,69.0,55.0,24.0,376.0,2009.0,5.0,0,0,0,0,0,0,0
12.0,30.0,55.0,24.0,22.0,2008.0,14.0,0,0,0,0,0,0,0
7.0,31.0,84.0,55.0,25.0,2015.0,8.0,1,0,0,0,0,0,0
6.0,7.0,4.0,25.0,23.0,2013.0,6.0,0,0,0,0,0,0,0
7.0,62.0,431.0,9.0,19.0,2009.0,8.0,1,0,0,0,0,0,1
14.0,155.0,55.0,151.0,17.0,2006.0,3.0,1,0,0,0,0,0,0
7.0,22.0,176.0,27.0,25.0,2009.0,0.0,0,0,0,0,0,0,0
1.0,9.0,131.0,26.0,24.0,2014.0,12.0,0,0,0,0,0,0,0
10.0,156.0,55.0,29.0,15.0,2012.0,6.0,1,0,0,0,0,0,0
7.0,22.0,42.0,27.0,55.0,2012.0,8.0,1,0,0,0,1,0,0
5.0,41.0,436.0,9.0,16.0,2013.0,3.0,1,0,0,0,1,0,1
7.0,40.0,264.0,162.0,16.0,2015.0,8.0,0,0,0,0,0,0,0
5.0,37.0,71.0,48.0,17.0,2015.0,16.0,0,0,0,0,1,0,0
1.0,9.0,116.0,181.0,20.0,2009.0,12.0,0,1,0,0,0,0,0
9.0,69.0,55.0,20.0,16.0,2014.0,13.0,1,1,0,0,0,0,0
6.0,7.0,259.0,30.0,18.0,2006.0,6.0,0,0,0,0,0,0,0
7.0,10.0,17.0,9.0,30.0,2012.0,8.0,1,0,0,0,0,0,1
7.0,22.0,29.0,27.0,48.0,2012.0,8.0,1,0,0,0,0,0,0
14.0,68.0,55.0,60.0,30.0,2013.0,16.0,0,0,0,0,1,0,0
1.0,25.0,437.0,24.0,36.0,2012.0,13.0,0,0,0,0,1,0,0
1.0,9.0,151.0,12.0,100.0,2012.0,12.0,1,0,0,0,1,0,1
1.0,1.0,135.0,1.0,50.0,2011.0,1.0,1,0,0,0,0,0,0
19.0,79.0,55.0,9.0,12.0,2013.0,14.0,1,0,0,0,0,0,1
1.0,9.0,20.0,17.0,38.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,9.0,32.0,6.0,44.0,2013.0,12.0,0,0,0,0,0,0,0
1.0,15.0,14.0,48.0,16.0,2009.0,11.0,0,0,0,0,0,0,0
1.0,9.0,126.0,6.0,90.0,2013.0,7.0,1,0,0,0,0,0,0
7.0,16.0,438.0,47.0,25.0,2008.0,0.0,0,0,0,0,1,0,0
3.0,3.0,55.0,61.0,12.0,2016.0,3.0,0,0,0,0,0,0,0
5.0,8.0,284.0,6.0,75.0,2009.0,3.0,1,0,0,0,1,1,0
1.0,9.0,55.0,8.0,36.0,2005.0,0.0,0,0,0,0,1,1,0
1.0,9.0,263.0,10.0,65.0,2013.0,12.0,0,0,0,0,0,0,0
7.0,22.0,439.0,23.0,55.0,2008.0,0.0,1,0,0,0,0,0,0
5.0,58.0,440.0,38.0,10.0,2008.0,5.0,0,0,0,0,0,0,0
8.0,19.0,80.0,73.0,27.0,2011.0,6.0,1,0,0,0,0,0,1
6.0,7.0,4.0,25.0,20.0,2013.0,6.0,0,0,0,0,0,0,0
3.0,3.0,55.0,3.0,19.0,2015.0,3.0,1,0,0,0,0,0,0
11.0,29.0,112.0,49.0,16.0,2004.0,0.0,0,0,0,0,0,0,0
1.0,9.0,32.0,6.0,45.0,2009.0,0.0,1,0,0,0,0,0,0
7.0,16.0,15.0,14.0,19.0,2012.0,0.0,0,0,0,0,1,0,0
1.0,9.0,68.0,9.0,50.0,2012.0,12.0,1,0,0,0,0,0,1
7.0,10.0,219.0,10.0,40.0,2012.0,8.0,0,0,0,0,0,0,0
7.0,40.0,315.0,143.0,50.0,2011.0,8.0,1,0,0,0,0,0,0
5.0,32.0,191.0,26.0,65.0,2014.0,3.0,0,0,0,0,0,0,0
5.0,8.0,12.0,8.0,22.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,50.0,6.0,60.0,2014.0,12.0,0,0,0,0,0,0,0
1.0,9.0,252.0,8.0,18.0,2009.0,0.0,0,0,0,0,1,0,0
1.0,1.0,86.0,100.0,25.0,2010.0,11.0,0,0,0,0,0,0,0
5.0,8.0,12.0,6.0,22.0,2009.0,3.0,1,0,0,0,0,0,0
8.0,19.0,346.0,11.0,8.0,2013.0,6.0,1,0,0,0,0,0,0
5.0,32.0,194.0,11.0,19.0,2016.0,3.0,1,0,0,0,0,0,0
5.0,32.0,191.0,6.0,30.0,2014.0,3.0,1,0,0,0,0,0,0
1.0,9.0,33.0,1.0,46.0,2013.0,9.0,1,0,0,0,0,0,0
1.0,9.0,88.0,15.0,24.0,2007.0,0.0,1,0,0,0,0,0,1
