points
86
94
92
89
93
86
90
89
90
87
86
91
93
91
94
90
87
86
86
87
84
86
82
93
88
87
81
84
91
86
88
88
89
88
91
94
92
88
91
90
87
92
91
85
88
87
91
88
91
91
86
88
87
91
88
84
87
90
90
83
88
92
93
91
91
86
88
88
86
93
92
88
89
90
86
89
92
95
92
87
86
90
85
86
88
89
86
87
86
86
91
93
91
90
94
86
89
90
82
87
94
92
90
87
87
85
91
86
88
93
92
90
90
86
89
84
88
85
96
94
90
87
93
83
88
90
90
90
92
87
89
87
91
87
91
83
92
85
88
84
87
87
85
85
92
89
91
85
92
88
87
89
94
84
89
94
86
89
88
86
85
94
92
95
91
86
88
89
88
83
91
84
88
87
85
86
85
88
86
89
93
92
90
87
90
87
85
86
88
86
91
90
87
93
85
83
87
87
91
87
92
90
92
90
86
92
84
89
88
85
88
91
88
88
80
88
90
88
95
92
89
90
86
87
87
92
81
88
90
90
89
88
87
90
89
86
90
85
90
92
87
91
88
91
93
97
89
84
90
90
88
90
85
88
89
89
90
92
88
89
86
86
86
93
91
91
85
84
86
90
89
93
90
91
90
90
88
89
93
92
88
87
95
91
91
87
88
88
84
84
88
90
86
87
82
86
87
85
92
91
88
82
88
89
90
92
90
88
87
86
89
91
83
90
88
87
91
88
93
93
95
85
85
92
87
86
86
91
88
85
93
89
88
86
92
89
90
93
89
89
84
86
83
88
90
84
89
91
89
87
93
87
80
84
91
90
88
87
88
88
90
84
90
90
87
87
88
89
87
88
82
87
88
88
91
86
90
82
89
85
87
91
85
88
91
91
93
88
87
87
90
85
88
90
89
91
88
85
90
91
90
90
85
87
92
86
90
91
88
91
87
91
88
92
86
94
88
87
86
90
89
86
84
88
89
90
82
85
85
88
88
89
85
89
89
93
89
87
93
89
85
90
87
89
87
86
87
85
94
95
95
83
89
88
93
86
86
85
92
90
87
83
86
95
91
88
90
86
94
82
93
82
91
90
88
85
87
94
92
93
86
88
84
93
90
91
85
90
90
92
87
92
87
89
85
92
94
87
84
89
90
90
86
93
88
86
91
88
87
88
98
90
92
90
86
93
87
88
86
90
87
92
87
88
90
89
87
90
93
90
94
87
87
90
86
94
88
91
91
86
86
89
85
87
91
92
90
84
84
85
91
91
88
88
90
90
87
89
88
94
89
84
91
87
89
87
94
93
86
85
89
88
89
88
85
90
88
89
85
91
90
94
85
85
87
91
90
88
90
85
83
92
89
88
92
91
90
86
83
93
88
89
92
86
87
88
89
86
84
92
90
85
85
88
87
92
88
88
93
87
92
92
93
86
85
84
90
87
91
90
85
84
83
90
89
88
89
87
91
80
92
89
87
93
87
87
90
90
86
88
85
86
86
88
95
88
92
91
86
92
88
89
91
92
87
91
92
89
91
85
90
86
90
89
90
90
92
85
85
89
88
91
86
86
86
90
91
87
92
84
87
89
90
89
90
84
85
85
88
89
84
90
90
91
84
82
86
86
89
93
88
87
91
91
83
89
91
84
89
87
86
93
87
84
90
91
88
84
95
83
84
87
93
87
88
90
90
81
90
